Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2010-01-04,6.440331935882568,6.455077737084846,6.391279445583416,6.422877648415861,493729600
2010-01-05,6.451467037200928,6.487880327929836,6.417460888104832,6.458087781621806,601904800
2010-01-06,6.348847389221191,6.477046253588525,6.342226645342805,6.4514665085786,552160000
2010-01-07,6.337110996246338,6.3798444920330555,6.291067931697854,6.372320918515503,477131200
2010-01-08,6.3792405128479,6.379842800362581,6.291368010013893,6.328683317594562,447610800
2010-01-11,6.3229660987854,6.409936173343546,6.273010388314571,6.403917316228298,462229600
2010-01-12,6.251040458679199,6.3127329296572,6.211919099700183,6.295277845304952,594459600
2010-01-13,6.339216709136963,6.347643110296653,6.14210433388789,6.255557395887626,605892000
2010-01-14,6.302502155303955,6.333498868494199,6.290163899676365,6.322966270050092,432894000
2010-01-15,6.197175025939941,6.367806026370576,6.195369368621774,6.347642852984377,594067600
2010-01-19,6.4713263511657715,6.47584049361326,6.2365969707888,6.269398533862063,730007600
2010-01-20,6.3717169761657715,6.486673920818798,6.304607931659368,6.467413981837487,612152800
2010-01-21,6.261574745178223,6.419265602042172,6.2356944607414775,6.382250832690952,608154400
2010-01-22,5.951009750366211,6.244422252842924,5.933254922521883,6.222755167225841,881767600
2010-01-25,6.111108779907227,6.160160874534165,6.024439217595577,6.0942563761742115,1065699600
2010-01-26,6.197474956512451,6.431302317713258,6.096360573968853,6.197775899349655,1867110000
2010-01-27,6.255856513977051,6.337108667348443,6.004574474146093,6.224859804269056,1722568400
2010-01-28,5.997353553771973,6.184235074027143,5.9795987265158175,6.167082132562241,1173502400
2010-01-29,5.7797770500183105,6.0849263149904775,5.725307591416028,6.051221514344954,1245952400
2010-02-01,5.86012601852417,5.898344957536001,5.756905029982434,5.789105111892288,749876400
2010-02-02,5.894132137298584,5.907975509525003,5.819500313390166,5.895637253463911,698342400
2010-02-03,5.995546340942383,6.024737392452094,5.850796060042472,5.873366369566044,615328000
2010-02-04,5.779475212097168,5.969666257497655,5.765029956382149,5.920312437390329,757652000
2010-02-05,5.882094383239746,5.898345298354097,5.74336293336589,5.7969299610829745,850306800
2010-02-08,5.841769695281982,5.954921813326952,5.838158380532967,5.889016926329096,478270800
2010-02-09,5.904061794281006,5.9434840957257284,5.860726834641201,5.91098307689227,632886800
2010-02-10,5.87186336517334,5.916402513346541,5.845983078914016,5.895035165286074,370361600
2010-02-11,5.978696346282959,6.011197781839873,5.839964866012881,5.864641785170748,550345600
2010-02-12,6.030154228210449,6.068072218787727,5.8832973508743995,5.9618414155335016,655468800
2010-02-16,6.121037483215332,6.129764423699118,6.0644614352143416,6.077100632580754,543737600
2010-02-17,6.095458984375,6.148423323825495,6.044600039695561,6.14481200928308,436396800
2010-02-18,6.106894016265869,6.13578413084111,6.046405702998772,6.067771843810248,422825200
2010-02-19,6.068974494934082,6.115017940261662,6.052122099739051,6.074692809990604,415469600
2010-02-22,6.03135871887207,6.093953629779706,5.994343951639114,6.08913894570441,390563600
2010-02-23,5.930243968963623,6.058743752775308,5.889617889778194,6.018719157494267,575094800
2010-02-24,6.038581371307373,6.0620541098590115,5.95371669357399,5.965453464642663,460566400
2010-02-25,6.078906536102295,6.104786817558812,5.9251283562312675,5.939874154055496,665126000
2010-02-26,6.157751560211182,6.174303015148983,6.078906542567606,6.090341969061385,507460800
2010-03-01,6.289262294769287,6.304609579248749,6.182730515986428,6.191758401290746,550093600
2010-03-02,6.285048484802246,6.3446335666957125,6.251644227573834,6.317549109822682,566546400
2010-03-03,6.299493312835693,6.315744230035706,6.257663855362972,6.287757342888229,372052800
2010-03-04,6.3410210609436035,6.347340860512157,6.278426156309787,6.29798784248148,366041200
2010-03-05,6.588992595672607,6.6115629061473635,6.458988105561123,6.468317333298392,899620400
2010-03-08,6.592906951904297,6.623300982058133,6.56792909083374,6.62089384044256,429889600
2010-03-09,6.711474418640137,6.771059499877591,6.55709434208007,6.56973354085879,920259200
2010-03-10,6.766243934631348,6.785504276995123,6.716890914495598,6.735849912217083,596218000
2010-03-11,6.786104679107666,6.786104679107666,6.7205011534691295,6.738256779806535,405700400
2010-03-12,6.819209098815918,6.85321443555439,6.793629358308343,6.84238049293303,416323600
2010-03-15,6.736151218414307,6.7861057251506125,6.6281147386043004,6.7824952143483666,493502800
2010-03-16,6.754509925842285,6.77045950064344,6.696128599820583,6.746384867860902,446908000
2010-03-17,6.744577407836914,6.814695088558323,6.718998067116694,6.768050148437816,450956800
2010-03-18,6.760526657104492,6.771059255407664,6.699135519066172,6.7439743980178415,342109600
2010-03-19,6.688302040100098,6.77828194707869,6.657606269899051,6.764739920050717,559445600
2010-03-22,6.763535499572754,6.801152952005805,6.625105010364175,6.634735181046002,456419600
2010-03-23,6.8721723556518555,6.884811953394628,6.743973132160503,6.790317520298413,602431200
2010-03-24,6.902568817138672,6.927546673963072,6.846594245991729,6.8505069051584115,597780400
2010-03-25,6.820713996887207,6.950718908748306,6.808676281829943,6.949213792573256,542284400
2010-03-26,6.948609828948975,6.980207612492612,6.877889487692614,6.889927197758067,640875200
2010-03-29,6.993451118469238,7.037989860139587,6.970279722599785,7.011809035536611,540744400
2010-03-30,7.097574710845947,7.146627995812646,7.049424656262791,7.120145023819747,527310000
2010-03-31,7.071994781494141,7.120446179447473,7.055744670879282,7.086741383209761,430659600
2010-04-01,7.101186275482178,7.184244097993573,7.004285080759327,7.144521245775737,603145200
2010-04-05,7.1770243644714355,7.17762625039519,7.065075993411129,7.0713961974035575,684507600
2010-04-06,7.208619117736816,7.229684310214299,7.132181253479141,7.168293586001672,447017200
2010-04-07,7.240520477294922,7.280244135642127,7.182138359554928,7.208921875277468,628502000
2010-04-08,7.220959186553955,7.268807898550806,7.163480302506683,7.235704985713269,572989200
2010-04-09,7.276330471038818,7.279340703143118,7.236306277120279,7.265497331957649,334182800
2010-04-12,7.291374683380127,7.3148474128061345,7.276929432296186,7.28866579700919,333026400
2010-04-13,7.295590877532959,7.306726166168728,7.255867219949647,7.2784383383159215,306210800
2010-04-14,7.393696308135986,7.397307622619901,7.3449451697746895,7.3813580521088324,404076400
2010-04-15,7.490896701812744,7.494206670682066,7.3882772202516565,7.39640227372039,376784800
2010-04-16,7.445157527923584,7.55770776996145,7.359390804143051,7.480366644408584,750545600
2010-04-19,7.435224533081055,7.459901041524324,7.27572804772452,7.434020761762571,566924400
2010-04-20,7.360596656799316,7.50083288371452,7.311544152038308,7.479466332010932,738326400
2010-04-21,7.800863265991211,7.831859982136367,7.695836205437468,7.788223664501901,982391200
2010-04-22,8.01904296875,8.027469371139311,7.709981397308429,7.77137295398745,793424800
2010-04-23,8.150249481201172,8.190875566097228,8.034991166527515,8.064783307350293,796955600
2010-04-26,8.110223770141602,8.199300438491665,8.070800660572857,8.181846557657707,479068800
2010-04-27,7.885725498199463,8.060268330251482,7.839983792962175,8.043114989891075,709343600
2010-04-28,7.872483730316162,7.944707592343689,7.716298031555276,7.922138087476981,758402400
2010-04-29,8.084343910217285,8.125270530709297,7.8848232200794355,7.915217242597978,558840800
2010-04-30,7.8571367263793945,8.142423296197013,7.854428642709358,8.104505303302549,542463600
2010-05-03,8.015430450439453,8.061474311934688,7.911005274038108,7.939895792179695,454342000
2010-05-04,7.784610748291016,7.923342580689629,7.726530790931859,7.9113056710476615,723819600
2010-05-05,7.70366096496582,7.768362483548642,7.48518123952223,7.614584276687873,883103200
2010-05-06,7.410550117492676,7.7716727755823864,5.996150160458547,7.638659221667405,1285860800
2010-05-07,7.09787654876709,7.420179584044202,6.77737997458712,7.334112320099214,1676018400
2010-05-10,7.643472671508789,7.663334901708025,7.479161875971379,7.530923248056316,984306400
2010-05-11,7.719610214233398,7.821025144909377,7.538446631503075,7.578771367335434,848906800
2010-05-12,7.887228965759277,7.918526211490925,7.785212175245909,7.8014614782972265,654379600
2010-05-13,7.774985313415527,7.9748066325378355,7.716001292355227,7.921239585169548,599712400
2010-05-14,7.638357162475586,7.718406363102898,7.50835304986718,7.678682705675704,759362800
2010-05-17,7.650394439697266,7.709378438479263,7.454485051554623,7.664839697419984,762834800
2010-05-18,7.594420433044434,7.780699643481458,7.531223236091717,7.733452819886079,782678400
2010-05-19,7.473443508148193,7.611272117906675,7.368417266961581,7.508352074858888,1025726800
2010-05-20,7.155054569244385,7.3383243578658455,7.108408826056654,7.279039014102722,1282915200
2010-05-21,7.2922821044921875,7.3578860503658134,6.962154569418127,7.006391970909363,1223891200
2010-05-24,7.425896644592285,7.550484594508428,7.410850303169234,7.4415456754015405,754238800
2010-05-25,7.379550457000732,7.425894040202952,7.136996189626181,7.202900652686707,1048006400
2010-05-26,7.3461480140686035,7.587499373167657,7.335314070799163,7.525807290484214,850654000
2010-05-27,7.624210834503174,7.640461745226503,7.496614305388153,7.5414535758945584,666282400
2010-05-28,7.7304463386535645,7.806282361042011,7.624215477639038,7.8059818198605875,815614800
2010-06-01,7.849313259124756,8.003091449212699,7.793038147940064,7.815006575607737,876472800
2010-06-02,7.943206310272217,7.968785250341656,7.834266592123438,7.960960735263395,688548000
2010-06-03,7.918228626251221,7.991355740585303,7.8366743072927765,7.980220451705759,650106800
2010-06-04,7.702758312225342,7.8815135693448415,7.66273411279199,7.770468454258676,758304400
2010-06-07,7.551686763763428,7.798754805491856,7.539949591354,7.7728745251537745,886942000
2010-06-08,7.503236770629883,7.637755416639728,7.392492208791898,7.620902616462197,1000770400
2010-06-09,7.318762302398682,7.580577765385952,7.2973965650190955,7.567636820795879,854630000
2010-06-10,7.538746356964111,7.552889464392553,7.288668092131542,7.368115390939512,776356000
2010-06-11,7.629029750823975,7.63956235090279,7.444254821631742,7.470135108359317,545759200
2010-06-14,7.6521992683410645,7.798754813647985,7.64407421354469,7.7027568613104895,602960400
2010-06-15,7.815005302429199,7.819820387553915,7.688913073275444,7.69312627275957,585074000
2010-06-16,8.042513847351074,8.057560185892006,7.843293703523002,7.857437615329184,783678000
2010-06-17,8.18154525756836,8.212541964886373,8.110223017711197,8.143325922884719,872855200
2010-06-18,8.247751235961914,8.275739322093672,8.16800339170237,8.192981245824896,784621600
2010-06-21,8.130386352539062,8.396413383758123,8.087051388900488,8.3566897340549,776490400
2010-06-22,8.241130828857422,8.304929100640834,8.170411273885898,8.190272696767282,717262000
2010-06-23,8.154461860656738,8.26550776726282,8.062074411409375,8.263100224377823,768457200
2010-06-24,8.09517765045166,8.221570430144858,8.068092794586807,8.155363808283136,714277200
2010-06-25,8.02596378326416,8.133398398453275,7.999180264749842,8.127078998825414,549942400
2010-06-28,8.074113845825195,8.11775016811852,7.960359831033878,8.032885066929737,584948000
2010-06-29,7.709078788757324,7.95644825654586,7.65280366521841,7.948322395497374,1133344800
2010-06-30,7.56944465637207,7.763247089735263,7.52370293630548,7.725329082584036,739452000
2010-07-01,7.477657794952393,7.667849684215771,7.319365852148516,7.652802539659402,1022896000
2010-07-02,7.431313514709473,7.551386904696392,7.318762490931462,7.5381446151165825,693842800
2010-07-06,7.482170104980469,7.60765963695717,7.407838438455674,7.553491539907404,615235600
2010-07-07,7.784310817718506,7.787321050157897,7.515876996251257,7.538145162596147,654556000
2010-07-08,7.766855239868164,7.911605923602509,7.670555948315502,7.898966325174379,738144400
2010-07-09,7.812900066375732,7.821325662795678,7.678681962756759,7.730743871698961,433322400
2010-07-12,7.742781162261963,7.8800078833588,7.669654060893244,7.780097270944935,562878400
2010-07-13,7.5775675773620605,7.715998077469683,7.41596487901971,7.713591338195408,1190924000
2010-07-14,7.60555362701416,7.697941070070623,7.493304760073142,7.504741391596244,812047600
2010-07-15,7.56703519821167,7.733151642432821,7.442146721283153,7.470134006048144,824866000
2010-07-16,7.520390510559082,7.672964932690515,7.475551227373948,7.6190973632173655,1039858400
2010-07-19,7.390385627746582,7.519788654291506,7.2104266085478965,7.519788654291506,1024478000
2010-07-20,7.580277919769287,7.610672755639939,7.222766537983289,7.309737040748964,1074950800
2010-07-21,7.650996208190918,7.979317239417509,7.643774383025993,7.977511582229839,1185671200
2010-07-22,7.7948431968688965,7.824334792175313,7.683195410027269,7.754517659112312,645318800
2010-07-23,7.822528839111328,7.835770323827167,7.712386172459322,7.7367621402570075,533388800
2010-07-26,7.802665710449219,7.827342213895781,7.755418901144132,7.824332786208944,420551600
2010-07-27,7.947117805480957,7.968784888821201,7.833363809876671,7.850517151900217,584771600
2010-07-28,7.8532233238220215,8.004594740023142,7.831857590350898,7.934777617432572,519985200
2010-07-29,7.76746129989624,7.9040861991303455,7.706973769589925,7.845704867901148,643806800
2010-07-30,7.741579055786133,7.815308058692608,7.670858678349759,7.70065242779674,448210000
2010-08-02,7.880006313323975,7.9022752755262005,7.812898082143617,7.837574586593168,428055600
2010-08-03,7.882416725158691,7.9224409242129505,7.806882068614366,7.85473078282094,417653600
2010-08-04,7.914013385772705,7.953134344767322,7.833663662688409,7.909800186339457,420375200
2010-08-05,7.875494003295898,7.920032739372435,7.840885978999855,7.876396430009727,289097200
2010-08-06,7.827043056488037,7.869174247965683,7.753011925891046,7.817713427216918,444897600
2010-08-09,7.8769965171813965,7.88903422785513,7.811392601180533,7.868870660683879,303128000
2010-08-10,7.806580066680908,7.837878124655126,7.750605497351235,7.819821552746923,451920000
2010-08-11,7.529116153717041,7.69463149277631,7.51768112997674,7.68590455266249,620054400
2010-08-12,7.577266693115234,7.616689000283816,7.4066357167759005,7.42378905708371,534920400
2010-08-13,7.496316432952881,7.579976147923694,7.496015088261656,7.573054863055638,354869200
2010-08-16,7.4523797035217285,7.523701966286315,7.421683527358758,7.450574046100377,318430000
2010-08-17,7.582683086395264,7.662732269592708,7.499323130374715,7.525806098616998,422640400
2010-08-18,7.615789413452148,7.663939487921466,7.57095011364218,7.594423666694188,339696000
2010-08-19,7.5197906494140625,7.6281277032812635,7.483678298124996,7.608867354014561,426706000
2010-08-20,7.5125651359558105,7.641365457913707,7.493304794079076,7.5050419667030575,384230000
2010-08-23,7.397005558013916,7.583586103594362,7.3804549069521554,7.5772667056554575,414041600
2010-08-24,7.2203569412231445,7.312743587180717,7.181837058525557,7.302813678126913,602565600
2010-08-25,7.309433460235596,7.342537174298117,7.138201395397329,7.163479791641163,596867600
2010-08-26,7.2308878898620605,7.395499981458963,7.2308878898620605,7.386471697671106,466505200
2010-08-27,7.271215438842773,7.301008381819723,7.088848073635089,7.275128098029685,548391200
2010-08-30,7.297697067260742,7.395501485894564,7.242926271391512,7.245333814224696,383289200
2010-08-31,7.315753936767578,7.359690791678751,7.232996657467209,7.278136480258292,420786800
2010-09-01,7.533332824707031,7.567338174152101,7.41145373722483,7.44726474444817,697037600
2010-09-02,7.588701248168945,7.588701248168945,7.480364241833998,7.561315852863541,415427600
2010-09-03,7.787319183349609,7.787619724370017,7.6588194146564765,7.676574638843352,520788800
2010-09-07,7.758429050445557,7.810189604302419,7.7114827777499135,7.723219145027431,342557600
2010-09-08,7.9122090339660645,7.956446429933539,7.797250466210952,7.817714581119357,526551200
2010-09-09,7.916720867156982,8.020543318458083,7.912207127043218,7.976005392151284,438575200
2010-09-10,7.92695426940918,7.95975663771239,7.866465962959215,7.920333526820984,387542400
2010-09-13,8.036194801330566,8.073510915584318,7.997675719119413,7.99948057284842,388780000
2010-09-14,8.066887855529785,8.100291300882732,7.990449991658114,8.011214643022628,408150400
2010-09-15,8.131892204284668,8.136708094029126,8.060269404846347,8.070200921841469,429368800
2010-09-16,8.322985649108887,8.325995077644418,8.110224274954044,8.132494046116975,652103200
2010-09-17,8.286871910095215,8.364814079473708,8.236013786748217,8.356688222795853,634477200
2010-09-20,8.52341079711914,8.539962254651423,8.301319760779654,8.308241045613636,658677600
2010-09-21,8.539657592773438,8.647392697228966,8.5101660039266,8.5423664795855,668074400
2010-09-22,8.659432411193848,8.666353694940058,8.498732143890532,8.50776042937627,585289600
2010-09-23,8.6946439743042,8.810203650394955,8.606771048187582,8.616701763233161,786116800
2010-09-24,8.796957969665527,8.8333716455967,8.743693104603478,8.79033803184673,649488000
2010-09-27,8.762052536010742,8.86948633822167,8.757538794326294,8.846916826213592,482834800
2010-09-28,8.632649421691895,8.780408753612877,8.275740020003918,8.780408753612877,1035042400
2010-09-29,8.648000717163086,8.721429200378795,8.606772732447384,8.643787515255584,469644000
2010-09-30,8.539060592651367,8.727145500290856,8.46382646887839,8.697052011498847,673391600
2010-10-01,8.502045631408691,8.62422525298017,8.46683570856597,8.611285108112167,448142800
2010-10-04,8.385279655456543,8.513477281483445,8.359097227785552,8.47435632125059,435302000
2010-10-05,8.695246696472168,8.710593580810572,8.48097934423069,8.486397120658038,501967200
2010-10-06,8.702763557434082,8.787025918918978,8.584495871119833,8.714801267242049,670868800
2010-10-07,8.703668594360352,8.741586584541857,8.634152814751324,8.7373733852344,408399600
2010-10-08,8.849620819091797,8.862560955951428,8.727140732167953,8.778599935054391,658403200
2010-10-11,8.88844108581543,8.945017520073488,8.865571043645351,8.869784242208166,427753200
2010-10-12,8.98414134979248,9.01303186089655,8.802074557407446,8.889948254844366,558544000
2010-10-13,9.032289505004883,9.0870594803227,9.022057451133355,9.034095161570447,630092400
2010-10-14,9.097596168518066,9.102410450848314,9.040116482188532,9.078937710593513,435296400
2010-10-15,9.471659660339355,9.479484175569112,9.175839626555433,9.251976169634256,922194000
2010-10-18,9.569765090942383,9.599857772029523,9.458117290466948,9.58390900463109,1093010800
2010-10-19,9.313667297363281,9.44246762814079,9.02868123711991,9.13039751386437,1232784000
2010-10-20,9.344964027404785,9.45691235519384,9.234822160274758,9.298920977413546,721624400
2010-10-21,9.31457233428955,9.47166052101683,9.232717467004177,9.400037713038603,551460000
2010-10-22,9.25287914276123,9.33021945526283,9.217670030585328,9.301028397202762,372778000
2010-10-25,9.294105529785156,9.377163341165064,9.28206781643198,9.301629502423728,392462000
2010-10-26,9.27033519744873,9.321193347150365,9.198109697961725,9.234824735357133,392929600
2010-10-27,9.263711929321289,9.32600508978658,9.196602879710518,9.258294958066545,399002800
2010-10-28,9.185770988464355,9.268828814894825,9.055164989258502,9.267323698660107,551051200
2010-10-29,9.057572364807129,9.205031176115892,9.054261591009755,9.155376801428126,430511200
2010-11-01,9.153871536254883,9.196604625122417,9.094286448315533,9.094888334124736,423889200
2010-11-02,9.309754371643066,9.33473222671638,9.238734268901235,9.238734268901235,433930000
2010-11-03,9.413274765014648,9.415682307246346,9.284775010947158,9.370240349415827,508348400
2010-11-04,9.577888488769531,9.635367364013772,9.48038461886355,9.49302421774394,642488000
2010-11-05,9.543585777282715,9.617014257459447,9.532150747593137,9.569466873643378,361253200
2010-11-08,9.588422775268555,9.623030001492769,9.532448202522682,9.545689689396841,281758400
2010-11-09,9.511987686157227,9.669076703180519,9.464440303758314,9.661552727088292,383544000
2010-11-10,9.570669174194336,9.592938147774099,9.43584915021925,9.528838508067944,384227200
2010-11-11,9.529135704040527,9.58179948485952,9.456910240841214,9.479480547418714,361284000
2010-11-12,9.269731521606445,9.524624128850286,9.137320664658949,9.509577787563776,795846800
2010-11-15,9.239941596984863,9.345269225604012,9.216769390114885,9.282674695089028,403606000
2010-11-16,9.075927734375,9.256789968462733,9.00761491244129,9.200214319534126,657650000
2010-11-17,9.043126106262207,9.148152348191374,8.960669372667756,9.064191302142229,479449600
2010-11-18,9.281766891479492,9.319082997745205,9.169217490625227,9.184564369137245,494491200
2010-11-19,9.230607986450195,9.2808642309763,9.185768712572482,9.267924091775727,384843200
2010-11-22,9.430130958557129,9.430130958557129,9.204729959202586,9.229105127703237,393075200
2010-11-23,9.29079532623291,9.381679264033806,9.225492736253848,9.342556693238242,519447600
2010-11-24,9.473465919494629,9.49152249424879,9.381681143711567,9.38920351114698,413725200
2010-11-26,9.479487419128418,9.560740420990866,9.417494769037148,9.441569405165016,237585600
2010-11-29,9.535757064819336,9.55411337165527,9.370543071025153,9.49452829983556,445785200
2010-11-30,9.363622665405273,9.460223311737161,9.355196265566354,9.435545997923183,501858000
2010-12-01,9.521614074707031,9.562240154387522,9.479482878972233,9.487607934191187,461750800
2010-12-02,9.57427978515625,9.599858727342925,9.476174002841523,9.555621324579064,462837200
2010-12-03,9.552910804748535,9.58932368250341,9.519807896394765,9.539970664601407,342092800
2010-12-06,9.634465217590332,9.700069149373327,9.582402508194619,9.589023250657904,448481600
2010-12-07,9.57608413696289,9.75002429517679,9.573376052912252,9.744307585996896,391454000
2010-12-08,9.660344123840332,9.66064546845461,9.54297963781353,9.618814818064507,321935600
2010-12-09,9.622729301452637,9.705185239413204,9.600459528441222,9.694051558286183,294151200
2010-12-10,9.646803855895996,9.661549655040755,9.587819855731174,9.619418455947535,262511200
2010-12-13,9.680205345153809,9.782223754128596,9.660043381913757,9.761459101672521,439815600
2010-12-14,9.638680458068848,9.706391411500448,9.599859222143797,9.682015436121635,351008000
2010-12-15,9.640786170959473,9.720232682580503,9.605576254880102,9.629951423412956,417312000
2010-12-16,9.667569160461426,9.708496590792379,9.632961932748778,9.662754074118274,322030800
2010-12-17,9.648306846618652,9.68381729461105,9.636871019839294,9.679002209651319,386929200
2010-12-20,9.696457862854004,9.727755920817716,9.576685816912816,9.678100749879704,385610400
2010-12-21,9.756340980529785,9.762058491234534,9.691640295442962,9.720228652552182,256354000
2010-12-22,9.785235404968262,9.802088207831586,9.73678480211501,9.76116077589224,265921600
2010-12-23,9.738290786743164,9.784935736305773,9.725350642326552,9.780421994072144,223157200
2010-12-27,9.77078914642334,9.793660805113781,9.675693607888872,9.715718608804249,249816000
2010-12-28,9.79456615447998,9.830377159271784,9.782227895625898,9.807806840368917,175924000
2010-12-29,9.789144515991211,9.824053077110685,9.783426201013974,9.817130990936722,163139200
